Farm_ID,Location,Collection_Date,Growth_Stage,pH,EC,P,K,Temperature,Humidity,Moisture,N,Soil_Suitability,N_Status,P_Status,K_Status,Recommended_Urea,Recommended_TSP,Recommended_MOP,Recommended_Organic
BD_UP_2024_0015,Uva_Paranagama,4/3/2024,Germination,4.82,0.183,64,205.1,23.5,77.3,33.2,19.6,1,0,1,1,5.5,4.5,8,1500
BD_BW_2024_0018,Bandarawela,8/15/2023,Maturation,6.11,0.114,113.1,322.3,26.8,83.4,58,50.4,2,2,2,2,0,0,0,0
BD_BR_2024_0016,Boralanda,11/10/2024,Tuber_Initiation,6.5,0.133,55.6,300.7,16.4,87.3,68.6,44.6,2,1,1,2,11,0,8,0
BD_UP_2024_0016,Uva_Paranagama,3/11/2024,Tuber_Initiation,5.82,0.247,38.7,156.2,24.3,76.8,60,32,1,1,0,1,11,0,12.5,0
BD_RK_2024_0021,Rathkarawua,10/5/2023,Tuber_Initiation,5.44,0.109,122,382.5,20.3,77.2,59.6,58.3,2,2,2,2,5.5,0,8,0
BD_OH_2023_0018,Ohiya,5/4/2023,Vegetative,5.87,0.169,54.5,211,13.5,85.3,70.6,45.2,1,1,1,1,11,0,0,0
BD_RK_2023_0022,Rathkarawua,7/2/2024,Vegetative,6.31,0.057,156.4,252,27,75.4,48.4,53.8,2,2,2,1,7,0,0,0
BD_BR_2023_0017,Boralanda,5/10/2024,Tuber_Initiation,7.04,0.187,68,251.2,15,88.5,49.9,54.8,1,2,1,1,5.5,0,12.5,0
BD_MH_2024_0018,Mirahawatte,4/13/2023,Vegetative,6.67,0.065,105.7,317.2,22.6,80.1,55.9,43.5,2,1,2,2,11,0,0,0
BD_OH_2023_0019,Ohiya,1/5/2024,Vegetative,7.24,0.17,116.3,291.2,12.6,80.9,67.5,37.9,1,1,2,1,11,0,0,0
BD_OH_2023_0020,Ohiya,12/26/2024,Vegetative,6.67,0.174,60.5,287.4,14.6,86.5,54.7,26.6,1,0,1,1,11,0,0,0
BD_OH_2023_0021,Ohiya,2/25/2023,Tuber_Initiation,5.95,0.172,76.3,315.7,15.4,89.5,63.6,39.9,1,1,1,2,11,0,8,0
BD_WD_2024_0017,Welimada,4/16/2023,Germination,5.79,0.125,87.8,297.4,17.5,81.2,69.9,56.8,2,2,1,1,3,4.5,8,1000
BD_MH_2024_0019,Mirahawatte,4/25/2024,Maturation,6.26,0.086,75.8,322.9,24.7,73.3,49.4,56.3,2,2,1,2,0,0,0,0
BD_UP_2024_0017,Uva_Paranagama,7/8/2023,Germination,5.35,0.196,89.8,130,23.5,79.6,71.6,27.8,0,0,1,0,5.5,4.5,12.5,1500
BD_OH_2024_0022,Ohiya,4/27/2023,Germination,5.64,0.155,94.1,190.1,12.6,80.9,55.6,41.5,1,1,1,1,5.5,4.5,8,1000
BD_HN_2024_0023,Hinnarangolla,3/17/2023,Germination,5.41,0.129,53.2,257.8,20.6,86,48.4,47.1,1,1,1,1,5.5,4.5,8,1500
BD_WD_2023_0018,Welimada,7/30/2024,Tuber_Initiation,5.99,0.184,57.6,118.8,20.5,90.9,59.2,40.5,1,1,1,0,11,0,12.5,0
BD_BW_2023_0019,Bandarawela,5/2/2023,Maturation,6.16,0.062,104.9,345.4,21.6,76.3,40,54.4,2,2,2,2,0,0,0,0
BD_MH_2023_0020,Mirahawatte,6/19/2024,Maturation,6.39,0.125,119.1,245.4,20,85.3,50.7,44.6,2,1,2,1,0,0,0,0
BD_UP_2024_0018,Uva_Paranagama,11/1/2023,Maturation,6.31,0.212,121.6,166.7,23.7,74.7,52.7,21.4,1,0,2,1,0,0,0,0
BD_OH_2023_0023,Ohiya,9/16/2024,Germination,6.26,0.09,107.1,121.9,16.1,92.1,59.6,30.9,2,1,2,0,5.5,0,12.5,1000
BD_BR_2023_0018,Boralanda,9/28/2023,Germination,5.61,0.17,78.2,208.6,21.1,86.8,47.2,33.2,1,1,1,1,5.5,4.5,8,1500
BD_WD_2023_0019,Welimada,6/27/2023,Germination,6.19,0.062,72.4,225.4,23.3,84.2,48.3,37.4,2,1,1,1,5.5,4.5,8,600
BD_WD_2023_0020,Welimada,2/23/2024,Maturation,5.42,0.165,79.8,291.9,18.3,88.5,43,39.1,1,1,1,1,0,0,0,0
BD_MH_2024_0021,Mirahawatte,10/26/2023,Germination,6.95,0.128,147,292.1,23.6,84.3,56.9,38.2,2,1,2,1,5.5,0,8,600
BD_BR_2024_0019,Boralanda,12/24/2024,Tuber_Initiation,6.5,0.164,67.2,226.7,16.5,93.2,55.2,34.7,1,1,1,1,11,0,12.5,0
BD_UP_2023_0019,Uva_Paranagama,12/4/2024,Vegetative,4.74,0.115,65.6,272.8,24,84.3,58.1,29.5,1,0,1,1,11,0,0,0
BD_OH_2023_0024,Ohiya,3/11/2024,Germination,6.16,0.212,78.6,297.4,13.3,80.2,63.9,36.1,1,1,1,1,5.5,4.5,8,1500
BD_ME_2023_0022,Makul_Ella,10/25/2024,Vegetative,6.71,0.156,157.7,269,22.9,88.9,63.5,29.9,1,0,2,1,11,0,0,0
BD_OH_2023_0025,Ohiya,3/15/2023,Germination,7.08,0.042,90.5,224.8,16,92.4,52.9,16.8,1,0,1,1,5.5,4.5,8,600
BD_WD_2024_0021,Welimada,9/1/2024,Tuber_Initiation,5.4,0.167,64.9,282,18.8,82.7,51,32.3,1,1,1,1,11,0,12.5,0
BD_UP_2023_0020,Uva_Paranagama,4/24/2024,Tuber_Initiation,6.11,0.3,86.4,111.7,25.1,67.5,48.8,31.2,1,1,1,0,11,0,12.5,0
BD_HN_2024_0024,Hinnarangolla,5/27/2024,Maturation,5.29,0.15,115.6,216.8,23.7,77,58.1,34,1,1,2,1,0,0,0,0
BD_UP_2023_0021,Uva_Paranagama,9/4/2024,Germination,6.6,0.21,80.3,100,27,80.3,55.9,32.1,0,1,1,0,5.5,4.5,12.5,1500
BD_HN_2024_0025,Hinnarangolla,9/10/2024,Tuber_Initiation,6.38,0.128,113.3,260.5,20.6,80.3,55.6,28.3,2,0,2,1,16.5,0,12.5,0
BD_HP_2023_0013,Haputhale,8/23/2023,Germination,6.26,0.088,147.5,320.1,23.9,88.4,56.4,43.7,2,1,2,2,5.5,0,5,1000
BD_OH_2023_0026,Ohiya,6/29/2023,Maturation,6.43,0.127,66.9,265.7,14.3,93.1,54,46.9,2,1,1,1,0,0,0,0
BD_ME_2024_0023,Makul_Ella,10/12/2023,Vegetative,6.2,0.145,60.6,194.5,18.4,85.2,53,37.8,2,1,1,1,11,0,0,0
BD_MH_2024_0022,Mirahawatte,10/12/2024,Maturation,5.78,0.141,93.3,348,18.3,80.5,47.7,53.9,2,2,1,2,0,0,0,0
BD_BW_2024_0020,Bandarawela,12/23/2023,Maturation,5.91,0.125,120.9,323.9,27,76.4,57.6,55.8,2,2,2,2,0,0,0,0
BD_RK_2024_0023,Rathkarawua,11/17/2024,Germination,5.12,0.04,136.9,283.8,22.5,80.1,56.4,55.1,2,2,2,1,3,0,8,600
BD_WD_2024_0022,Welimada,2/26/2024,Maturation,6.73,0.179,132.5,189.3,19.9,86.1,48,35.5,1,1,2,1,0,0,0,0
BD_OH_2024_0027,Ohiya,7/17/2024,Germination,6.07,0.225,96.5,242.2,14.9,87.1,55,36.9,1,1,1,1,5.5,4.5,8,1000
BD_UP_2023_0022,Uva_Paranagama,11/19/2023,Tuber_Initiation,5.32,0.101,20,200.3,20,65.2,33.5,28.7,1,0,0,1,16.5,0,12.5,0
BD_RK_2023_0024,Rathkarawua,2/18/2024,Germination,6.08,0.13,101.2,322.8,22.2,69.7,48.1,51,2,2,2,2,3,0,5,600
BD_ME_2024_0024,Makul_Ella,2/28/2024,Germination,5.47,0.04,88.1,245.2,23.9,77.2,52.3,57,1,2,1,1,3,4.5,8,600
BD_BR_2024_0020,Boralanda,9/29/2024,Maturation,5.57,0.061,34.6,149.8,17.5,92,74.1,45.7,1,1,0,0,0,0,0,0
BD_UP_2023_0023,Uva_Paranagama,7/28/2023,Tuber_Initiation,5.62,0.227,39.6,148.1,21,73.4,44.2,15,0,0,0,0,16.5,0,12.5,0
BD_ME_2023_0025,Makul_Ella,10/22/2023,Maturation,5.92,0.107,82.3,228.8,18.9,85.1,67.6,50.3,2,2,1,1,0,0,0,0
BD_UP_2023_0024,Uva_Paranagama,1/30/2023,Vegetative,5.67,0.251,74,197.2,20.1,73.4,52.5,18.9,1,0,1,1,11,0,0,0
BD_WD_2024_0023,Welimada,7/18/2024,Germination,5.92,0.145,23.5,212.6,21.8,86.1,63.8,18.4,1,0,0,1,5.5,6.7,8,1500
BD_ME_2024_0026,Makul_Ella,4/6/2023,Vegetative,6.28,0.103,105.4,332,19.6,88.6,50.7,48,2,1,2,2,11,0,0,0
BD_BW_2024_0021,Bandarawela,5/1/2023,Vegetative,6.32,0.114,126.5,304.6,24.8,79.1,65.4,33.3,2,1,2,2,11,0,0,0
BD_UP_2024_0025,Uva_Paranagama,6/5/2024,Tuber_Initiation,4.71,0.103,92.1,168.6,21.2,65.5,56,25.5,1,0,1,1,16.5,0,12.5,0
BD_HN_2024_0026,Hinnarangolla,4/28/2024,Vegetative,6.79,0.13,121.9,211.9,21.8,78.6,41.6,49.1,2,1,2,1,11,0,0,0
BD_UP_2023_0026,Uva_Paranagama,1/28/2024,Vegetative,7.01,0.108,43.4,177.9,23.1,65.8,48.4,32.4,1,1,0,1,11,0,0,0
BD_MH_2023_0023,Mirahawatte,3/13/2023,Tuber_Initiation,6.16,0.138,110.7,299.6,25.1,80.9,56.6,47.3,2,1,2,1,11,0,12.5,0
BD_HN_2024_0027,Hinnarangolla,6/3/2024,Tuber_Initiation,5.08,0.04,35.4,266.4,23.1,87,79.1,55.3,1,2,0,1,5.5,0,12.5,0
BD_HP_2024_0014,Haputhale,11/2/2023,Maturation,5.48,0.071,106.4,278.5,25.7,81.2,45.8,37.9,2,1,2,1,0,0,0,0
BD_WD_2024_0024,Welimada,7/5/2024,Maturation,6.58,0.085,25.3,231.4,24,90,55.1,15,1,0,0,1,0,0,0,0
BD_RK_2024_0025,Rathkarawua,7/19/2024,Maturation,6.64,0.105,169,260.8,23.3,72.6,45.3,47.8,2,1,2,1,0,0,0,0
BD_UP_2024_0027,Uva_Paranagama,7/13/2023,Vegetative,5.71,0.222,99.2,163.7,27.6,68,45.5,33,1,1,1,1,11,0,0,0
BD_MH_2024_0024,Mirahawatte,8/28/2023,Maturation,6.35,0.088,119.3,355,19.6,83.7,47.1,36.4,2,1,2,2,0,0,0,0
BD_HP_2024_0015,Haputhale,4/29/2024,Maturation,6.3,0.082,59.5,418.6,24.6,85.3,59,47.6,2,1,1,2,0,0,0,0
BD_HN_2023_0028,Hinnarangolla,5/22/2024,Germination,6.33,0.132,82.7,230.1,24.1,73.1,49.2,49.7,2,1,1,1,5.5,4.5,8,600
BD_WD_2024_0025,Welimada,4/13/2023,Maturation,5.92,0.15,110.1,356.7,21.5,87.3,53,37.8,2,1,2,2,0,0,0,0
BD_BW_2024_0022,Bandarawela,1/16/2023,Vegetative,5.89,0.049,130.2,271.1,27.7,65.2,41.2,40.8,2,1,2,1,11,0,0,0
BD_HN_2023_0029,Hinnarangolla,3/18/2023,Maturation,5.68,0.176,105.7,265.8,22.3,85.8,63.9,46,1,1,2,1,0,0,0,0
BD_OH_2024_0028,Ohiya,9/30/2024,Maturation,6.21,0.096,112.1,238.7,12.5,85.2,39.8,21.6,2,0,2,1,0,0,0,0
BD_BW_2024_0023,Bandarawela,11/21/2024,Maturation,6.24,0.108,116.6,311.2,26.4,79.1,45.5,48,2,1,2,2,0,0,0,0
BD_RK_2024_0026,Rathkarawua,7/8/2024,Germination,5.56,0.062,100.9,279.2,26.2,74.4,58.8,46.8,2,1,2,1,5.5,0,8,600
BD_MH_2023_0025,Mirahawatte,8/29/2023,Tuber_Initiation,5.58,0.091,116.7,313.2,19,86,43.3,58.9,2,2,2,2,5.5,0,8,0
BD_BR_2023_0021,Boralanda,3/20/2024,Germination,4.5,0.202,85.5,330,20.7,92,66.6,26.9,1,0,1,2,5.5,4.5,5,1500
BD_BW_2024_0024,Bandarawela,6/20/2023,Tuber_Initiation,6.29,0.092,154.2,263.8,22.3,67.7,31.4,47.8,2,1,2,1,11,0,12.5,0
BD_HP_2023_0016,Haputhale,11/29/2023,Germination,5.99,0.124,123.8,277.1,20.2,84.1,55.8,43,2,1,2,1,5.5,0,8,1000
BD_OH_2024_0029,Ohiya,1/19/2024,Maturation,5.48,0.101,113.8,226.4,18.3,93.4,68.1,33.2,2,1,2,1,0,0,0,0
BD_WD_2023_0026,Welimada,6/27/2024,Maturation,6.51,0.135,75.9,259.5,19.1,85.8,76.1,37.3,1,1,1,1,0,0,0,0
BD_MH_2023_0026,Mirahawatte,6/24/2023,Vegetative,6.41,0.092,99.6,317.7,20.4,71.9,52.7,48.7,2,1,1,2,11,0,0,0
BD_BW_2024_0025,Bandarawela,9/26/2024,Vegetative,6.45,0.076,150.1,304.4,23.7,69.2,49.8,25.3,2,0,2,2,11,0,0,0
BD_UP_2023_0028,Uva_Paranagama,8/26/2023,Maturation,4.5,0.174,20,235.6,23.8,82.6,43.7,33,0,1,0,1,0,0,0,0
BD_OH_2024_0030,Ohiya,9/19/2023,Germination,6.4,0.181,47.8,162.3,14.5,89.7,66,50.7,1,2,0,1,3,6.7,8,1500
BD_UP_2024_0029,Uva_Paranagama,11/24/2024,Vegetative,6.74,0.188,36,188.7,20.9,75.3,50.5,23.6,0,0,0,1,11,0,0,0
BD_BW_2024_0026,Bandarawela,12/20/2023,Tuber_Initiation,6.5,0.06,107.2,300.9,24.8,65.2,30,54.2,2,2,2,2,5.5,0,8,0
BD_HN_2024_0030,Hinnarangolla,4/12/2024,Tuber_Initiation,6.32,0.151,78.7,340.9,21.2,89.6,65,45.2,1,1,1,2,11,0,8,0
BD_BR_2024_0022,Boralanda,5/9/2024,Germination,6.4,0.111,97.8,222.3,19.1,83.9,48.1,47.8,2,1,1,1,5.5,4.5,8,1500
BD_BR_2024_0023,Boralanda,8/8/2024,Tuber_Initiation,6.59,0.174,39.5,273.5,15.5,81.9,46.5,22,0,0,0,1,16.5,0,12.5,0
BD_MH_2024_0027,Mirahawatte,12/17/2024,Tuber_Initiation,6.16,0.14,78.9,303,18.6,76.6,53.1,52.3,2,2,1,2,5.5,0,8,0
BD_HP_2024_0017,Haputhale,10/9/2023,Germination,5.94,0.06,105.1,323.6,24.5,82.7,57.6,39.1,2,1,2,2,5.5,0,5,600
BD_MH_2023_0028,Mirahawatte,9/12/2024,Maturation,6.83,0.052,94.6,277.6,25.1,82.7,36.7,45.9,1,1,1,1,0,0,0,0
BD_OH_2023_0031,Ohiya,9/13/2024,Tuber_Initiation,5.35,0.169,75.3,241.9,12.6,84.1,55.7,58.2,1,2,1,1,5.5,0,12.5,0
BD_BR_2023_0024,Boralanda,9/27/2024,Tuber_Initiation,5.89,0.217,121.2,129.4,16.7,78.8,41.2,36,1,1,2,0,11,0,12.5,0
BD_WD_2023_0027,Welimada,10/4/2024,Germination,6.27,0.157,91.1,242.4,16.6,85.6,42.6,58.2,1,2,1,1,3,4.5,8,1500
BD_OH_2024_0032,Ohiya,2/4/2023,Tuber_Initiation,6.26,0.164,80.6,207.9,17.1,90,66.3,28.4,1,0,1,1,16.5,0,12.5,0
BD_WD_2023_0028,Welimada,10/30/2023,Tuber_Initiation,6.14,0.218,43.9,239.7,18.6,89.4,63.8,25.5,1,0,0,1,16.5,0,12.5,0
BD_HN_2023_0031,Hinnarangolla,7/25/2023,Vegetative,5.72,0.137,88,218.2,19.3,79.2,57.1,30,2,1,1,1,11,0,0,0
BD_ME_2024_0027,Makul_Ella,6/27/2024,Tuber_Initiation,5.19,0.148,31.9,252.4,22.3,79.3,63.8,19.3,1,0,0,1,16.5,0,12.5,0
BD_WD_2024_0029,Welimada,5/8/2024,Tuber_Initiation,4.82,0.177,106.8,179.4,16.3,75.6,52.6,22.7,1,0,2,1,16.5,0,12.5,0
BD_RK_2023_0027,Rathkarawua,4/24/2024,Germination,6.29,0.15,115.3,248.4,21.3,75.1,53.1,60.9,2,2,2,1,3,0,8,600
BD_WD_2023_0030,Welimada,11/23/2024,Maturation,5.89,0.216,107.6,233.6,17.5,80.6,41,42.1,1,1,2,1,0,0,0,0
BD_ME_2024_0028,Makul_Ella,4/3/2023,Maturation,5.78,0.175,93.3,240.6,18.7,86.8,60.8,42.4,1,1,1,1,0,0,0,0
BD_HP_2024_0018,Haputhale,7/3/2024,Germination,6.47,0.1,149.8,238.9,18.4,89.5,32.2,53.5,2,2,2,1,3,0,8,600
BD_UP_2024_0030,Uva_Paranagama,11/19/2024,Tuber_Initiation,4.91,0.14,29.4,133.7,25.9,82,43.3,33.4,0,1,0,0,11,0,12.5,0
BD_MH_2024_0029,Mirahawatte,10/15/2024,Tuber_Initiation,5.51,0.061,103.1,357.8,25.2,84.5,44.5,44.3,2,1,2,2,11,0,8,0
BD_BW_2023_0027,Bandarawela,4/27/2024,Germination,6.78,0.097,77,286.1,26.2,76.7,57.9,41.4,1,1,1,1,5.5,4.5,8,600
BD_MH_2024_0030,Mirahawatte,9/16/2024,Vegetative,6.46,0.06,82.4,352.1,22.1,76.6,43.1,48.3,2,1,1,2,11,0,0,0
BD_BW_2024_0028,Bandarawela,12/18/2024,Tuber_Initiation,6.63,0.088,144.9,342.6,22.2,81.1,58.7,53.3,2,2,2,2,5.5,0,8,0
BD_HN_2023_0032,Hinnarangolla,5/24/2023,Germination,5.67,0.179,47,262,21,78.8,54.4,44.3,1,1,0,1,5.5,6.7,8,1000
BD_HP_2024_0019,Haputhale,5/19/2024,Germination,6.38,0.133,106.6,281.5,23.6,86.3,53,35.9,2,1,2,1,5.5,0,8,1000
BD_BW_2023_0029,Bandarawela,7/4/2024,Vegetative,6.4,0.07,121.2,310.3,26.4,76.1,55.1,46.1,2,1,2,2,11,0,0,0
BD_HN_2024_0033,Hinnarangolla,1/15/2024,Maturation,5.4,0.089,71.6,184.1,19,83.2,61.5,48.6,1,1,1,1,0,0,0,0
BD_MH_2023_0031,Mirahawatte,2/29/2024,Germination,6.68,0.094,126.5,295.2,20.8,81.2,43.5,40,2,1,2,1,5.5,0,8,600
BD_UP_2024_0031,Uva_Paranagama,10/14/2023,Germination,6.47,0.188,33.3,149.2,25.5,71.6,33.6,23.7,0,0,0,0,5.5,6.7,12.5,1500
BD_RK_2023_0028,Rathkarawua,3/30/2024,Maturation,6.14,0.105,106.3,316.4,22.3,83,60.4,38.5,2,1,2,2,0,0,0,0
BD_BR_2024_0025,Boralanda,4/12/2023,Tuber_Initiation,5.82,0.057,64.2,214.6,16.4,94.5,52.2,38.3,2,1,1,1,11,0,12.5,0
BD_ME_2024_0029,Makul_Ella,3/4/2023,Maturation,5.86,0.192,52.3,284.5,18.1,78.5,36.8,26.9,1,0,1,1,0,0,0,0
BD_OH_2023_0033,Ohiya,5/6/2023,Maturation,4.95,0.076,76.2,287.4,12.6,94.3,61.5,30.8,1,1,1,1,0,0,0,0
BD_BW_2023_0030,Bandarawela,10/19/2024,Germination,5.98,0.13,113.2,376.9,24.9,71.3,60.6,57.5,2,2,2,2,3,0,5,600
BD_HP_2024_0020,Haputhale,9/7/2023,Vegetative,6.46,0.098,81.6,301.4,21.3,70.3,61.8,56.4,2,2,1,2,7,0,0,0
BD_MH_2023_0032,Mirahawatte,3/12/2023,Vegetative,5.59,0.088,132.9,332.9,23.4,87.6,61.2,44.9,2,1,2,2,11,0,0,0
BD_MH_2023_0033,Mirahawatte,8/27/2023,Tuber_Initiation,5.85,0.096,116.5,322.7,23.8,70.2,34,44.5,2,1,2,2,11,0,8,0
BD_WD_2023_0031,Welimada,10/11/2023,Vegetative,7.05,0.174,121.4,175.4,16.1,79.2,59.4,41.6,1,1,2,1,11,0,0,0
BD_WD_2024_0032,Welimada,6/28/2023,Germination,5.58,0.125,53.9,325.3,23.6,89.3,60.1,32.2,2,1,1,2,5.5,4.5,5,1000
BD_HP_2023_0021,Haputhale,1/16/2023,Tuber_Initiation,6.4,0.112,131.8,313,23.9,80.4,61,59.3,2,2,2,2,5.5,0,8,0
BD_BR_2024_0026,Boralanda,1/17/2023,Vegetative,5.89,0.178,61.4,247.7,22.2,89.3,43.9,30.1,1,1,1,1,11,0,0,0
BD_OH_2023_0034,Ohiya,5/10/2023,Maturation,5.86,0.175,123.6,173.1,17.2,94,39.3,21.8,1,0,2,1,0,0,0,0
BD_ME_2023_0030,Makul_Ella,3/7/2023,Maturation,5.71,0.14,26.8,205.5,21.2,79.4,68.2,33.1,1,1,0,1,0,0,0,0
BD_UP_2024_0032,Uva_Paranagama,6/9/2024,Germination,5.28,0.227,48,215.6,22.3,71.2,53.8,22.4,0,0,0,1,5.5,6.7,8,1000
BD_UP_2023_0033,Uva_Paranagama,9/21/2024,Germination,5.58,0.243,20,100,22.5,83.3,60.8,31.9,0,1,0,0,5.5,6.7,12.5,1500
BD_ME_2024_0031,Makul_Ella,4/14/2024,Germination,5.92,0.04,89.8,244.3,20,78.3,31.9,48.6,2,1,1,1,5.5,4.5,8,600
BD_HP_2024_0022,Haputhale,2/16/2024,Maturation,6.37,0.095,141.2,317,19.3,83.5,44.1,64.5,2,2,2,2,0,0,0,0
BD_BW_2024_0031,Bandarawela,12/30/2024,Maturation,6.42,0.081,97,293.3,21.3,66.7,66.1,48.9,2,1,1,1,0,0,0,0
BD_BW_2023_0032,Bandarawela,11/26/2023,Vegetative,6.09,0.081,130.6,278.8,22,66.2,52.8,67.4,2,2,2,1,7,0,0,0
BD_BW_2023_0033,Bandarawela,10/9/2023,Tuber_Initiation,5.65,0.153,105.9,350.9,25.6,79,30.3,58.7,2,2,2,2,5.5,0,8,0
BD_HN_2024_0034,Hinnarangolla,4/9/2024,Maturation,6,0.128,41.1,290.8,21.8,74.1,52.5,27.9,1,0,0,1,0,0,0,0
BD_BW_2023_0034,Bandarawela,11/1/2024,Vegetative,5.84,0.11,109.8,270.2,24.1,73.4,53.1,46.9,2,1,2,1,11,0,0,0
BD_HN_2024_0035,Hinnarangolla,8/22/2023,Maturation,5.97,0.188,57.1,341.4,23.7,86.8,74.3,40.8,1,1,1,2,0,0,0,0
BD_RK_2024_0029,Rathkarawua,2/13/2024,Maturation,6.18,0.071,150.6,353.9,26.1,77.3,50,50.7,2,2,2,2,0,0,0,0
BD_BW_2024_0035,Bandarawela,3/13/2024,Tuber_Initiation,6.13,0.118,102.5,299,23,81.1,56.5,43.1,2,1,2,1,11,0,12.5,0
BD_OH_2024_0035,Ohiya,6/6/2023,Maturation,4.87,0.081,98.6,208.2,15.7,90.8,52.2,36.1,1,1,1,1,0,0,0,0
BD_BW_2023_0036,Bandarawela,3/29/2023,Germination,6.72,0.153,144.2,301.6,24.4,66.3,55.2,52.8,2,2,2,2,3,0,5,1000
BD_HN_2023_0036,Hinnarangolla,1/17/2024,Vegetative,6.27,0.179,123.7,275.2,22.4,83.2,55.8,26.6,1,0,2,1,11,0,0,0
BD_ME_2023_0032,Makul_Ella,8/23/2024,Tuber_Initiation,5.57,0.134,95.9,247.5,20.8,86.1,59.6,40,2,1,1,1,11,0,12.5,0
BD_BW_2024_0037,Bandarawela,12/29/2023,Maturation,6.28,0.102,143.5,268.7,21.6,71.3,59.8,40.1,2,1,2,1,0,0,0,0
BD_HP_2024_0023,Haputhale,9/6/2024,Tuber_Initiation,5.9,0.085,102.8,344,24.6,83.2,70.5,40.7,2,1,2,2,11,0,8,0
BD_RK_2023_0030,Rathkarawua,8/14/2024,Vegetative,5.94,0.117,141.4,266.3,21.2,71.8,61.8,36.6,2,1,2,1,11,0,0,0
BD_WD_2024_0033,Welimada,8/18/2023,Germination,5.39,0.171,101,163.7,22.1,78.2,59.5,43.5,1,1,2,1,5.5,0,8,1000
BD_RK_2024_0031,Rathkarawua,4/28/2023,Tuber_Initiation,6.3,0.04,106.5,269.7,23.5,68.8,54.4,45.3,2,1,2,1,11,0,12.5,0
BD_MH_2023_0034,Mirahawatte,3/15/2024,Germination,5.71,0.081,149.1,336.8,20,80.4,57.3,50.7,2,2,2,2,3,0,5,600
BD_MH_2024_0035,Mirahawatte,1/30/2023,Vegetative,6.5,0.083,135.3,269.3,22.5,75.6,46.3,57.7,2,2,2,1,7,0,0,0
BD_OH_2024_0036,Ohiya,12/14/2023,Tuber_Initiation,5.28,0.171,100.8,306.7,16.5,89.4,68.7,41.9,2,1,2,2,11,0,8,0
BD_HP_2023_0024,Haputhale,5/27/2023,Maturation,6.3,0.091,146.1,315.8,21.1,74.6,46.9,62.2,2,2,2,2,0,0,0,0
BD_BW_2023_0038,Bandarawela,10/10/2024,Germination,6.48,0.107,124,301.7,24.7,66.1,57.3,53,2,2,2,2,3,0,5,600
BD_BW_2023_0039,Bandarawela,1/21/2024,Maturation,6.98,0.134,107.4,267.6,25.5,78.9,40.8,48,2,1,2,1,0,0,0,0
BD_UP_2024_0034,Uva_Paranagama,6/11/2023,Tuber_Initiation,4.5,0.118,76.7,198.2,23.6,78.4,44.5,32.5,1,1,1,1,11,0,12.5,0
BD_OH_2024_0037,Ohiya,8/4/2024,Germination,5.8,0.183,90.3,317.7,15.2,82.3,85.5,28.2,1,0,1,2,5.5,4.5,5,600
BD_HP_2023_0025,Haputhale,6/11/2023,Germination,5.54,0.113,133.5,316,18.3,78.5,51.9,44.3,2,1,2,2,5.5,0,5,600
BD_BW_2024_0040,Bandarawela,3/29/2024,Maturation,6.28,0.109,101,264.8,25.9,70.7,52.4,46.7,2,1,2,1,0,0,0,0
BD_UP_2024_0035,Uva_Paranagama,2/29/2024,Tuber_Initiation,5.73,0.19,56.9,233.7,27.8,81.3,52.6,23.9,1,0,1,1,16.5,0,12.5,0
BD_BR_2023_0027,Boralanda,12/20/2023,Maturation,5.88,0.063,57.6,231.2,21.4,83.5,50.8,21,2,0,1,1,0,0,0,0
BD_BW_2024_0041,Bandarawela,11/25/2024,Maturation,5.79,0.073,101,294.7,21.7,81.2,56.3,44.4,2,1,2,1,0,0,0,0
BD_ME_2024_0033,Makul_Ella,2/16/2023,Vegetative,5.75,0.098,52.2,238.4,17.1,84.9,58.8,51.5,2,2,1,1,7,0,0,0
BD_HN_2023_0037,Hinnarangolla,1/8/2023,Vegetative,5.3,0.179,80.5,168.7,19.5,86.8,48.4,37.2,1,1,1,1,11,0,0,0
BD_OH_2023_0038,Ohiya,5/21/2023,Tuber_Initiation,5.93,0.124,60.9,326.9,18.9,84.7,62.7,49.3,2,1,1,2,11,0,8,0
BD_OH_2024_0039,Ohiya,5/3/2023,Germination,6.73,0.115,84.1,180.8,15.9,92.6,76.1,37.5,1,1,1,1,5.5,4.5,8,1000
BD_UP_2024_0036,Uva_Paranagama,6/29/2023,Vegetative,6.26,0.126,45.8,103.3,21.6,84,59.1,24.1,1,0,0,0,11,0,0,0
BD_HN_2023_0038,Hinnarangolla,5/27/2024,Tuber_Initiation,6.16,0.274,42.3,222.4,20,83.9,40.4,41,1,1,0,1,11,0,12.5,0
BD_BW_2024_0042,Bandarawela,2/13/2023,Maturation,6.29,0.065,92.6,286.4,22.3,83.5,51.1,51.5,2,2,1,1,0,0,0,0
BD_HP_2024_0026,Haputhale,3/21/2023,Tuber_Initiation,6.23,0.06,131.1,296,22.5,86.9,54.5,42.3,2,1,2,1,11,0,12.5,0
BD_MH_2024_0036,Mirahawatte,8/10/2024,Maturation,5.99,0.11,132.1,265.9,20.1,70,55.4,45.1,2,1,2,1,0,0,0,0
BD_HN_2024_0039,Hinnarangolla,4/28/2023,Maturation,6.18,0.174,91.3,307.7,17.8,80.8,48.5,17.1,1,0,1,2,0,0,0,0
BD_HP_2024_0027,Haputhale,6/25/2023,Maturation,5.83,0.084,103.3,321.7,19.2,79.7,51.8,60.7,2,2,2,2,0,0,0,0
