season,district,field_size_acres,potato_variety,soil_type,planned_fertilizer_kg_per_acre,seed_cost_lkr,fertilizer_cost_lkr,labor_cost_lkr,crop_quality,hands_on_money_lkr,selling_price_lkr_per_kg,actual_yield_kg_per_acre
Maha,Nuwara_Eliya,0.88,Other,Sandy_Loam,1085,153938,14129,158899,Low,326966,90,5654
Yala,Badulla,2.93,Granola,Loamy,866,134400,11988,90132,High,236520,126,8139
Maha,Badulla,2.1,Granola,Sandy_Loam,1370,247834,19210,114429,Medium,381473,96,6467
Yala,Badulla,1.05,Lapala,Sandy_Loam,1247,183907,18761,127302,Low,329970,127,5308
Maha,Badulla,1.79,Granola,Sandy_Loam,751,140782,12810,101694,High,255286,118,7372
Yala,Badulla,1.42,Other,Clay_Loam,1141,199515,20212,131554,Low,351281,136,5831
Yala,Nuwara_Eliya,1.36,Granola,Loamy,1126,195087,14929,100698,High,310714,128,7506
Yala,Badulla,1.87,Granola,Loamy,1108,183189,16728,171591,High,371508,90,7744
Maha,Nuwara_Eliya,2.49,Lapala,Clay_Loam,1226,202356,21638,138086,Low,362080,117,5765
Yala,Badulla,1.71,Granola,Clay_Loam,1020,179234,20012,110405,High,309651,133,7058
Yala,Nuwara_Eliya,1.23,Other,Sandy_Loam,1070,183230,17734,164954,Low,365918,135,4951
Yala,Badulla,1.87,Granola,Loamy,1354,213455,22977,120064,Medium,356496,126,6935
Maha,Badulla,1.21,Granola,Sandy_Loam,1113,176628,21765,147756,High,346149,123,7069
Maha,Nuwara_Eliya,2.38,Granola,Loamy,1167,179503,18037,178233,High,375773,93,7180
Yala,Nuwara_Eliya,2.93,Granola,Loamy,1378,222046,20356,125785,Medium,368187,103,6508
Yala,Badulla,1.17,Granola,Sandy_Loam,1407,265116,23678,96928,High,385722,93,7720
Maha,Badulla,0.73,Granola,Sandy_Loam,940,132310,18536,112580,High,263426,123,7221
Yala,Badulla,1.18,Granola,Clay_Loam,1365,255714,17536,103934,Medium,377184,137,6918
Yala,Badulla,2.43,Lapala,Loamy,1228,195596,23933,138779,Low,358308,136,5964
Yala,Badulla,2.04,Lapala,Loamy,1099,190401,17566,156854,High,364821,106,7271
Yala,Badulla,2.52,Other,Clay_Loam,636,120721,8798,139218,Low,268737,123,5842
Yala,Nuwara_Eliya,2.13,Lapala,Loamy,1316,244218,16102,122037,Low,382357,90,5684
Maha,Nuwara_Eliya,1.39,Granola,Loamy,1519,240928,22275,169646,High,432849,109,7126
Yala,Nuwara_Eliya,1,Lapala,Sandy_Loam,1526,269943,24677,96161,Medium,390781,108,6982
Maha,Badulla,1.33,Other,Clay_Loam,1115,204810,19070,165027,Low,388907,114,5567
Maha,Badulla,2.46,Granola,Sandy_Loam,1472,263863,24716,108098,Medium,396677,119,6611
Maha,Nuwara_Eliya,0.57,Granola,Loamy,1347,196115,21728,160787,High,378630,137,7668
Maha,Badulla,2.57,Granola,Clay_Loam,1168,163985,22655,129897,Low,316537,117,5984
Yala,Badulla,0.69,Other,Clay_Loam,1323,237237,22567,123616,Low,383420,103,5066
Yala,Badulla,2.76,Granola,Clay_Loam,1086,170984,17563,161503,Medium,350050,134,6159
Maha,Nuwara_Eliya,1.6,Lapala,Loamy,1002,175046,13864,100579,Low,289489,98,5537
Maha,Badulla,2.33,Granola,Loamy,1306,188296,15871,104917,Medium,309084,134,6586
Maha,Badulla,0.76,Granola,Sandy_Loam,916,130884,13857,111078,High,255819,100,7738
Maha,Badulla,1.54,Lapala,Clay_Loam,1319,229438,20173,157823,Low,407434,100,5585
Yala,Nuwara_Eliya,1.94,Granola,Clay_Loam,1191,222307,18475,178239,Low,419021,115,5712
Maha,Badulla,2.2,Lapala,Clay_Loam,1586,283615,26788,167157,Low,477560,123,5727
Yala,Badulla,1.05,Lapala,Clay_Loam,1383,245664,21741,168675,Low,436080,100,5231
Yala,Badulla,1.63,Granola,Clay_Loam,1414,260356,22242,96812,High,379410,109,7048
Maha,Nuwara_Eliya,1.01,Granola,Clay_Loam,1369,257924,17157,148348,Medium,423429,93,6218
Yala,Nuwara_Eliya,1.58,Other,Sandy_Loam,750,117043,10320,121546,Low,248909,108,5049
Yala,Badulla,1.42,Granola,Loamy,1163,211164,21792,123591,Medium,356547,121,6273
Yala,Nuwara_Eliya,2.42,Granola,Sandy_Loam,1330,236191,24503,136620,High,397314,97,7149
Yala,Badulla,1.47,Lapala,Loamy,980,149853,16506,128984,High,295343,128,7198
Yala,Nuwara_Eliya,2.4,Granola,Loamy,1129,198296,17036,142965,High,358297,99,7353
Maha,Nuwara_Eliya,2.67,Lapala,Sandy_Loam,1615,236892,25114,130569,Medium,392575,137,6071
Yala,Badulla,2.09,Lapala,Loamy,1484,246991,27613,131680,Medium,406284,103,6812
Maha,Badulla,2.44,Lapala,Loamy,1347,198723,18504,131759,Medium,348986,103,6344
Maha,Badulla,1.89,Granola,Sandy_Loam,1363,212834,26146,169930,High,408910,106,7617
Yala,Nuwara_Eliya,0.74,Lapala,Clay_Loam,1689,262135,24566,176504,Medium,463205,134,6506
Maha,Nuwara_Eliya,1.28,Lapala,Loamy,964,135653,17462,146136,Low,299251,128,5609
Maha,Nuwara_Eliya,1.91,Lapala,Clay_Loam,1526,289228,27550,129806,Low,446584,125,5694
Yala,Nuwara_Eliya,1.99,Other,Clay_Loam,1550,243497,25143,109047,Medium,377687,139,6305
Yala,Nuwara_Eliya,2.51,Lapala,Sandy_Loam,1186,206054,20660,123581,Low,350295,137,5581
Yala,Badulla,2.23,Lapala,Sandy_Loam,1069,164374,14163,147234,Low,325771,119,5603
Yala,Nuwara_Eliya,1.64,Lapala,Clay_Loam,1304,228176,24391,162252,Low,414819,138,5953
Maha,Nuwara_Eliya,2.7,Granola,Clay_Loam,1466,252340,18513,156650,Medium,427503,94,6642
Yala,Nuwara_Eliya,0.67,Granola,Clay_Loam,922,160920,15465,135141,Medium,311526,138,6815
Maha,Badulla,2.5,Other,Loamy,1327,199086,18219,152209,Medium,369514,120,6307
Yala,Nuwara_Eliya,0.82,Granola,Loamy,1527,281876,22062,139668,Medium,443606,129,6960
Maha,Nuwara_Eliya,1.69,Granola,Clay_Loam,998,143453,15476,137689,Low,296618,139,5812
Yala,Nuwara_Eliya,0.89,Granola,Sandy_Loam,1110,175030,16006,177783,High,368819,98,7612
Maha,Nuwara_Eliya,0.69,Other,Loamy,1418,205509,26423,153600,Low,385532,120,5461
Maha,Nuwara_Eliya,1.26,Granola,Loamy,1223,198232,24305,125613,Medium,348150,125,6672
Maha,Badulla,0.98,Granola,Sandy_Loam,1179,223525,20412,107932,Medium,351869,92,6037
Yala,Badulla,2.41,Other,Loamy,691,119406,11385,151833,Low,282624,122,5390
Maha,Nuwara_Eliya,1.32,Granola,Sandy_Loam,1597,233641,21673,175630,Medium,430944,98,6938
Yala,Nuwara_Eliya,1.72,Lapala,Loamy,780,135005,10241,141378,Medium,286624,99,6077
Yala,Badulla,0.96,Lapala,Loamy,1372,255680,27109,141413,Medium,424202,97,6264
Maha,Nuwara_Eliya,1.42,Granola,Sandy_Loam,1280,190407,22249,109845,High,322501,100,7563
Yala,Badulla,2.06,Lapala,Loamy,1293,205362,17916,113883,Low,337161,117,5923
Maha,Nuwara_Eliya,2.8,Granola,Loamy,1068,198030,16815,131966,Medium,346811,128,6399
Maha,Nuwara_Eliya,1.57,Granola,Clay_Loam,1053,187931,15987,164479,Low,368397,98,5550
Yala,Nuwara_Eliya,1.35,Granola,Sandy_Loam,1204,198736,14931,93142,Medium,306809,117,6673
Yala,Nuwara_Eliya,0.56,Granola,Loamy,1377,196195,24506,100043,Medium,320744,120,6671
Yala,Badulla,2.03,Granola,Loamy,1582,238152,26026,167084,High,431262,131,8055
Maha,Nuwara_Eliya,0.55,Lapala,Sandy_Loam,1372,245261,19037,121057,High,385355,91,7058
Maha,Badulla,1.16,Lapala,Sandy_Loam,1373,257242,26195,156516,Low,439953,103,5793
Maha,Badulla,0.53,Lapala,Sandy_Loam,1108,189617,22072,118069,Low,329758,106,5416
Maha,Nuwara_Eliya,1.15,Granola,Clay_Loam,1328,190024,16917,104651,Low,311592,119,5782
Yala,Badulla,2.78,Granola,Loamy,1161,166028,22335,148276,Medium,336639,103,6448
Yala,Badulla,2.39,Granola,Loamy,1327,213062,20195,169612,High,402869,134,8016
Yala,Nuwara_Eliya,0.98,Granola,Loamy,976,157621,18200,100790,High,276611,126,7207
Yala,Badulla,2.87,Granola,Sandy_Loam,1430,228093,21222,94072,Low,343387,100,5810
Maha,Nuwara_Eliya,0.76,Other,Sandy_Loam,1564,273675,23908,140452,Low,438035,137,5073
Maha,Badulla,2.45,Granola,Loamy,1053,178224,14542,170612,High,363378,129,7567
Maha,Nuwara_Eliya,2.66,Granola,Clay_Loam,1150,206395,20683,140513,Medium,367591,102,6311
Yala,Badulla,2.92,Granola,Loamy,1117,169031,18890,112757,Medium,300678,118,6838
Yala,Badulla,2.55,Granola,Loamy,1577,249367,29088,119536,Medium,397991,100,6250
Yala,Nuwara_Eliya,1.71,Lapala,Loamy,1440,260900,21710,131321,High,413931,105,7354
Yala,Nuwara_Eliya,0.69,Granola,Sandy_Loam,1107,206848,16045,112479,High,335372,122,7043
Yala,Badulla,2.82,Lapala,Loamy,1215,217094,15008,152400,Low,384502,122,5985
Maha,Nuwara_Eliya,2.85,Granola,Loamy,877,141994,16833,176603,High,335430,112,7675
Maha,Nuwara_Eliya,2.15,Granola,Loamy,1124,203854,13864,127726,High,345444,98,7952
Maha,Nuwara_Eliya,1.29,Other,Loamy,1130,175887,21121,94519,Low,291527,113,5870
Yala,Badulla,1.21,Granola,Loamy,966,178400,16677,90725,Medium,285802,137,6576
Yala,Nuwara_Eliya,2.42,Granola,Loamy,776,118320,12710,114694,Medium,245724,135,6529
Maha,Badulla,1.18,Granola,Clay_Loam,1181,208350,17439,150398,High,376187,130,7325
Yala,Nuwara_Eliya,2.46,Granola,Clay_Loam,1283,181273,21590,149355,Low,352218,124,5724
Yala,Badulla,0.95,Lapala,Loamy,1290,207508,17133,105384,High,330025,110,7012
Maha,Badulla,2.23,Granola,Clay_Loam,826,117803,10966,120206,Low,248975,93,5946
Yala,Badulla,2.87,Granola,Loamy,1005,142505,19512,109232,Medium,271249,111,6089
Maha,Badulla,2.33,Other,Sandy_Loam,1007,156775,14080,152794,Low,323649,108,5915
Maha,Nuwara_Eliya,1.19,Lapala,Loamy,1151,192784,14277,128350,High,335411,131,7106
Yala,Badulla,1.07,Lapala,Clay_Loam,1356,196305,21154,120370,Low,337829,133,5154
Maha,Badulla,0.63,Granola,Loamy,992,165165,13184,141479,High,319828,130,7697
Yala,Badulla,0.87,Granola,Loamy,873,140049,15223,95101,Medium,250373,91,6908
Maha,Badulla,1.12,Other,Loamy,947,138361,12205,148329,Medium,298895,133,6620
Yala,Badulla,1.86,Granola,Loamy,981,169535,15971,97382,High,282888,91,8189
Yala,Nuwara_Eliya,1.61,Granola,Loamy,1107,197138,17774,147411,High,362323,139,7714
Maha,Nuwara_Eliya,1.62,Lapala,Sandy_Loam,993,163880,17038,92117,Low,273035,111,5788
Maha,Badulla,0.75,Lapala,Sandy_Loam,1160,190949,15729,148688,Medium,355366,129,6742
Maha,Nuwara_Eliya,1.78,Granola,Loamy,867,125423,17089,102157,High,244669,97,7974
Maha,Badulla,2.21,Granola,Loamy,1383,209266,24256,110999,High,344521,121,7669
Maha,Badulla,0.65,Granola,Sandy_Loam,1046,190866,12928,156073,Medium,359867,107,6756
Maha,Nuwara_Eliya,1.33,Granola,Loamy,1162,164298,19813,128375,Medium,312486,117,6443
Maha,Nuwara_Eliya,2.16,Other,Loamy,1135,209429,18858,140752,Low,369039,115,5303
Yala,Nuwara_Eliya,0.82,Lapala,Clay_Loam,1226,232416,21840,160629,Medium,414885,139,6076
Yala,Badulla,2.2,Other,Loamy,1173,164285,16628,109610,Medium,290523,123,6334
Yala,Nuwara_Eliya,2.76,Lapala,Loamy,1240,230903,19449,134907,High,385259,105,7279
Maha,Nuwara_Eliya,0.8,Granola,Sandy_Loam,1151,181662,16155,91160,High,288977,117,7516
Maha,Nuwara_Eliya,1.91,Granola,Loamy,769,131004,11619,111626,Medium,254249,94,6743
Maha,Badulla,2.97,Granola,Sandy_Loam,1375,252561,27451,142444,Medium,422456,130,6446
Yala,Badulla,1.72,Other,Sandy_Loam,1002,177279,17367,100760,Low,295406,118,5376
Yala,Badulla,1.75,Lapala,Sandy_Loam,1483,221459,18100,115608,Medium,355167,112,6417
Maha,Badulla,1.07,Granola,Sandy_Loam,1003,154353,18226,148671,High,321250,131,7769
Maha,Nuwara_Eliya,1.24,Other,Sandy_Loam,988,151746,15011,143873,Low,310630,122,5197
Maha,Nuwara_Eliya,1.86,Granola,Clay_Loam,1060,198303,17211,155914,High,371428,136,7380
Yala,Nuwara_Eliya,1.26,Other,Sandy_Loam,1432,267114,24929,117651,Low,409694,108,5887
Yala,Badulla,1.29,Granola,Loamy,1171,168432,15607,95499,Medium,279538,114,6296
Yala,Badulla,2.68,Granola,Clay_Loam,1468,205533,24826,145478,Medium,375837,112,6260
Yala,Nuwara_Eliya,2.33,Granola,Loamy,1086,180561,13998,168135,Medium,362694,104,6417
Yala,Nuwara_Eliya,0.6,Lapala,Sandy_Loam,1046,157680,12903,122728,Low,293311,94,5486
Maha,Nuwara_Eliya,1.85,Granola,Sandy_Loam,1159,179432,15238,103630,Medium,298300,111,6995
Yala,Badulla,2.85,Lapala,Sandy_Loam,1360,246733,17192,132915,Medium,396840,121,6811
Maha,Nuwara_Eliya,1.19,Other,Loamy,1311,186180,19984,136465,Medium,342629,119,6886
Yala,Nuwara_Eliya,1.7,Lapala,Clay_Loam,1037,146324,20594,97751,Low,264669,130,5501
Yala,Badulla,2.03,Granola,Loamy,1155,188226,20809,171498,Medium,380533,131,6490
Maha,Nuwara_Eliya,1,Granola,Sandy_Loam,1147,164486,15765,174184,Medium,354435,113,6688
Yala,Badulla,1.12,Other,Loamy,1153,188996,14029,163764,Medium,366789,131,6615
Yala,Nuwara_Eliya,2.59,Granola,Loamy,1191,203978,14409,102866,Medium,321253,127,6591
Maha,Nuwara_Eliya,1.46,Other,Clay_Loam,1131,169319,17864,90660,Low,277843,91,5598
Yala,Badulla,2.7,Granola,Clay_Loam,1315,187301,16811,93965,Medium,298077,99,6539
Yala,Nuwara_Eliya,0.61,Other,Clay_Loam,1109,164680,14434,101095,Low,280209,115,5089
Yala,Badulla,2.97,Lapala,Clay_Loam,1156,170079,17406,139925,Low,327410,93,5013
Yala,Nuwara_Eliya,2.1,Granola,Loamy,1127,176678,15120,98858,High,290656,137,7352
Yala,Badulla,0.92,Granola,Sandy_Loam,1187,178511,19824,100112,High,298447,106,7374
Yala,Nuwara_Eliya,2.07,Lapala,Clay_Loam,1438,270460,25656,134088,Medium,430204,121,6313
Maha,Nuwara_Eliya,2.53,Granola,Sandy_Loam,976,154799,15786,96117,High,266702,99,7732
Maha,Nuwara_Eliya,2.13,Granola,Sandy_Loam,1427,204002,24348,159202,Low,387552,139,5802
Yala,Nuwara_Eliya,2.77,Other,Loamy,1594,251488,27661,133542,Low,412691,110,5830
Maha,Nuwara_Eliya,1.94,Granola,Loamy,1619,243668,29041,92267,High,364976,107,7740
Yala,Badulla,1.15,Lapala,Sandy_Loam,1518,272954,27142,144909,Low,445005,114,5517
Yala,Nuwara_Eliya,1.55,Granola,Sandy_Loam,831,146862,10131,142634,Medium,299627,137,6135
Maha,Badulla,0.73,Lapala,Sandy_Loam,1193,191319,19292,170691,Low,381302,99,5311
Yala,Nuwara_Eliya,1.94,Other,Sandy_Loam,1140,202342,22006,141491,Low,365839,99,5397
Yala,Nuwara_Eliya,1.12,Granola,Sandy_Loam,1462,247662,22532,145387,Low,415581,94,5959
Maha,Nuwara_Eliya,1.8,Granola,Loamy,1447,203582,24881,150198,High,378661,129,8066
Maha,Badulla,2.72,Granola,Sandy_Loam,1120,193929,19524,173856,High,387309,139,7249
Yala,Nuwara_Eliya,2.1,Granola,Loamy,1121,176925,21628,93626,High,292179,115,7526
Yala,Badulla,2.05,Lapala,Loamy,927,147668,13897,169765,Low,331330,97,5830
Yala,Nuwara_Eliya,0.64,Granola,Clay_Loam,1585,279444,23673,103250,Medium,406367,100,6098
Yala,Badulla,1.5,Granola,Sandy_Loam,990,184214,18311,164269,Medium,366794,129,6440
Maha,Badulla,0.86,Lapala,Sandy_Loam,1146,206989,14507,143997,Medium,365493,114,6285
Yala,Badulla,2.68,Lapala,Loamy,1292,239783,16511,166799,Low,423093,106,5638
Maha,Nuwara_Eliya,1.11,Granola,Loamy,1033,179879,14343,174921,Medium,369143,133,6688
Maha,Badulla,0.83,Lapala,Sandy_Loam,1178,204837,16513,168573,Low,389923,98,5369
Maha,Badulla,1.69,Lapala,Loamy,1267,212153,17121,154834,Medium,384108,115,6713
Maha,Nuwara_Eliya,2.57,Lapala,Sandy_Loam,1133,164590,21199,150391,Low,336180,124,5945
Yala,Nuwara_Eliya,2.31,Granola,Loamy,1214,208284,17195,112391,Medium,337870,137,6707
Yala,Nuwara_Eliya,2.99,Other,Loamy,1237,176653,17373,137480,Low,331506,98,5482
Yala,Badulla,1.76,Granola,Loamy,1242,210852,19028,127997,Medium,357877,129,6488
Maha,Nuwara_Eliya,2.18,Granola,Loamy,1087,154683,21138,149471,Medium,325292,127,6736
Yala,Badulla,1.15,Granola,Loamy,1040,190427,13356,139844,Medium,343627,115,6671
Maha,Badulla,2.38,Lapala,Clay_Loam,1729,304544,23954,153500,Low,481998,105,5434
Maha,Badulla,2.36,Lapala,Loamy,1256,182624,17409,157523,Medium,357556,103,6753
Maha,Nuwara_Eliya,1.35,Granola,Sandy_Loam,1233,203993,23293,167943,High,395229,90,7367
Maha,Nuwara_Eliya,2.97,Granola,Clay_Loam,1037,173095,20674,167177,Medium,360946,94,6859
Yala,Badulla,1.31,Other,Loamy,1364,192206,26233,96178,Medium,314617,139,6914
Yala,Nuwara_Eliya,1.84,Granola,Loamy,1020,192652,18832,156366,High,367850,116,7868
Maha,Badulla,2.98,Granola,Sandy_Loam,799,145590,15441,154613,Medium,315644,104,6445
Maha,Badulla,2.4,Granola,Clay_Loam,1541,226450,23917,133456,Low,383823,100,5714
Yala,Nuwara_Eliya,1.76,Granola,Clay_Loam,1166,220420,19644,135333,High,375397,133,7336
Maha,Nuwara_Eliya,0.92,Granola,Sandy_Loam,1330,229128,17617,139234,Medium,385979,94,6549
Yala,Badulla,0.6,Granola,Clay_Loam,1362,255622,20182,93879,Medium,369683,98,6251
Yala,Badulla,0.85,Lapala,Loamy,1191,212905,17556,146490,Low,376951,99,5818
Yala,Badulla,2.79,Other,Sandy_Loam,1236,222990,15514,120131,Medium,358635,105,6036
Maha,Badulla,2.56,Lapala,Sandy_Loam,1113,209674,19212,140795,Medium,369681,136,6360
Maha,Nuwara_Eliya,1.01,Granola,Clay_Loam,896,133511,11539,169531,Medium,314581,107,6816
Maha,Badulla,2.63,Lapala,Loamy,914,152819,12661,166403,Medium,331883,109,6013
Yala,Nuwara_Eliya,2.82,Granola,Clay_Loam,1244,186960,22308,139200,Medium,348468,134,6564
Yala,Badulla,0.99,Granola,Clay_Loam,980,174431,14416,175685,Medium,364532,126,6648
Maha,Nuwara_Eliya,0.62,Granola,Loamy,904,136819,16227,172728,Medium,325774,111,6801
Yala,Badulla,1.61,Granola,Loamy,1228,218717,22711,120766,High,362194,111,7886
Maha,Nuwara_Eliya,2.48,Other,Sandy_Loam,1369,242424,25245,166053,Low,433722,109,5019
Maha,Nuwara_Eliya,2.18,Granola,Sandy_Loam,1465,218755,26362,139112,Medium,384229,100,6375
Maha,Badulla,1.71,Granola,Clay_Loam,918,161344,18045,128439,High,307828,113,7231
Yala,Badulla,2.27,Granola,Loamy,1147,160634,14124,177955,High,352713,102,7489
Yala,Nuwara_Eliya,0.88,Lapala,Sandy_Loam,1132,199868,20554,177786,Low,398208,118,5905
Yala,Nuwara_Eliya,0.67,Other,Loamy,1401,237981,21223,132609,Low,391813,132,5797
Maha,Badulla,0.72,Lapala,Clay_Loam,1090,162509,16832,104894,Low,284235,125,5952
Maha,Badulla,1.22,Granola,Sandy_Loam,1301,242545,23300,117564,High,383409,103,7200
Yala,Badulla,1.15,Granola,Sandy_Loam,1367,199671,19715,137922,High,357308,118,7005
Yala,Nuwara_Eliya,1.45,Lapala,Clay_Loam,1271,226378,21268,107282,Medium,354928,123,6108
Yala,Badulla,1.52,Granola,Loamy,1238,218383,22909,113173,Medium,354465,128,6894
Yala,Nuwara_Eliya,2.64,Lapala,Clay_Loam,1150,177553,20467,165277,Low,363297,133,5564
Maha,Badulla,0.6,Granola,Sandy_Loam,1372,196409,20026,150548,Medium,366983,106,6146
Yala,Nuwara_Eliya,1.64,Granola,Sandy_Loam,1143,208349,14760,112981,Medium,336090,131,6551
Maha,Nuwara_Eliya,1.67,Lapala,Loamy,1524,245741,22956,154716,High,423413,117,7376
Maha,Nuwara_Eliya,0.75,Granola,Sandy_Loam,1122,193757,16607,145549,Medium,355913,134,6251
Yala,Badulla,2.92,Other,Clay_Loam,1381,234824,24315,115668,Low,374807,121,5436
Maha,Nuwara_Eliya,2.39,Granola,Loamy,1374,234291,22494,112476,High,369261,107,7894
Maha,Nuwara_Eliya,1.79,Granola,Loamy,1193,224503,17913,144289,High,386705,93,7532
Maha,Nuwara_Eliya,1.94,Granola,Sandy_Loam,1099,202207,18891,170932,Medium,392030,121,6047
Maha,Badulla,1,Other,Sandy_Loam,1485,258122,21395,106564,Low,386081,127,5755
Maha,Nuwara_Eliya,2.04,Granola,Loamy,965,182609,13194,101731,High,297534,100,7716
Yala,Nuwara_Eliya,1.91,Granola,Loamy,1179,191341,21850,169671,High,382862,94,7222
Yala,Nuwara_Eliya,2.05,Granola,Clay_Loam,1153,189559,21335,98930,Medium,309824,111,6709
Yala,Nuwara_Eliya,2.81,Other,Loamy,934,141761,13526,125921,Low,281208,102,5548
Yala,Badulla,2.11,Lapala,Clay_Loam,1442,233209,27334,106259,Low,366802,137,5393
Maha,Badulla,1.98,Granola,Loamy,1101,167492,15781,173187,Medium,356460,101,6688
Yala,Badulla,2.16,Granola,Clay_Loam,1244,216085,15093,120505,Low,351683,129,5641
Maha,Badulla,1.96,Granola,Clay_Loam,1411,206786,25932,135715,Medium,368433,127,6093
Maha,Nuwara_Eliya,2.64,Granola,Loamy,1557,252511,30378,116545,High,399434,113,7690
Yala,Nuwara_Eliya,2.66,Other,Loamy,1259,183256,15414,155418,Low,354088,133,5579
Yala,Nuwara_Eliya,0.64,Other,Sandy_Loam,1146,209595,16547,107340,Low,333482,96,5448
Yala,Badulla,1.68,Granola,Loamy,832,130321,16240,120872,High,267433,139,7108
Yala,Badulla,2.73,Granola,Sandy_Loam,1255,193384,16910,93542,High,303836,91,7359
Yala,Nuwara_Eliya,1.67,Lapala,Loamy,1098,155208,20058,90946,High,266212,128,7278
Yala,Badulla,1.84,Granola,Loamy,1419,264424,27949,135806,Medium,428179,112,6665
Yala,Badulla,0.86,Granola,Loamy,886,136400,13502,179891,High,329793,92,7308
Yala,Nuwara_Eliya,0.89,Granola,Sandy_Loam,1028,148390,14829,176990,Medium,340209,137,6463
Yala,Badulla,2.77,Granola,Clay_Loam,974,182545,12399,104530,Medium,299474,138,6532
Yala,Badulla,1.14,Granola,Sandy_Loam,1264,210666,19269,105224,High,335159,138,7520
Yala,Nuwara_Eliya,2.01,Granola,Sandy_Loam,839,146613,13525,179125,Medium,339263,120,6536
Maha,Badulla,0.53,Other,Loamy,1235,222092,18159,153494,Medium,393745,99,6547
Maha,Badulla,0.86,Granola,Loamy,780,129201,14631,97164,High,240996,125,7470
Yala,Badulla,1.11,Granola,Clay_Loam,978,143346,13789,142309,Low,299444,125,5732
Maha,Badulla,1.88,Granola,Sandy_Loam,1518,276082,22138,170011,Medium,468231,98,6132
Yala,Badulla,0.63,Granola,Loamy,928,152703,13517,107303,High,273523,105,8157
Maha,Nuwara_Eliya,1.61,Granola,Clay_Loam,984,149646,17171,154438,Low,321255,120,5662
Maha,Nuwara_Eliya,1.73,Other,Loamy,1521,274905,23330,117870,Medium,416105,136,6413
Maha,Badulla,0.67,Granola,Loamy,1020,155753,19401,98060,Medium,273214,125,6649
Maha,Badulla,2.31,Granola,Sandy_Loam,1155,187363,16662,154494,Medium,358519,107,6326
Yala,Nuwara_Eliya,0.73,Lapala,Loamy,1404,241802,18901,110916,High,371619,121,7472
Yala,Nuwara_Eliya,1.06,Granola,Clay_Loam,980,179448,18158,178551,High,376157,135,7141
Yala,Badulla,0.76,Granola,Sandy_Loam,1166,189939,17693,128808,Low,336440,118,5784
Yala,Nuwara_Eliya,1.95,Other,Sandy_Loam,1264,180193,17522,134280,Low,331995,105,5246
Yala,Badulla,0.63,Granola,Sandy_Loam,1655,256355,25885,104719,High,386959,105,7047
Maha,Nuwara_Eliya,2.42,Granola,Sandy_Loam,1255,216262,19661,137583,High,373506,91,7083
Yala,Badulla,1.59,Granola,Sandy_Loam,1439,211059,25230,161551,Low,397840,98,5992
Maha,Nuwara_Eliya,2.69,Granola,Loamy,1259,230900,23449,146344,Medium,400693,93,6309
Maha,Nuwara_Eliya,1.14,Granola,Loamy,1044,166260,20403,144933,High,331596,131,7590
Maha,Badulla,2.83,Other,Loamy,925,165995,15561,148879,Low,330435,139,5313
Yala,Badulla,1.52,Granola,Loamy,717,103670,12509,169139,High,285318,115,7223
Yala,Badulla,2.42,Lapala,Sandy_Loam,1167,167128,19537,164253,Medium,350918,132,6132
Yala,Badulla,2.1,Granola,Sandy_Loam,1176,168524,23261,122405,Medium,314190,113,6504
Yala,Badulla,2.16,Lapala,Loamy,1047,180895,12897,143791,High,337583,133,7273
Maha,Badulla,2.67,Lapala,Sandy_Loam,1125,189717,14735,174389,Medium,378841,107,6099
Yala,Nuwara_Eliya,2.78,Lapala,Sandy_Loam,812,135866,10337,158098,Low,304301,119,5617
Yala,Badulla,0.96,Granola,Sandy_Loam,1047,190572,12710,94410,High,297692,118,7451
Yala,Badulla,1.37,Granola,Loamy,1437,254470,25006,108529,Medium,388005,107,6339
Maha,Badulla,2.4,Lapala,Loamy,1569,259891,23137,119571,Medium,402599,120,6163
Yala,Nuwara_Eliya,0.68,Lapala,Clay_Loam,1193,223705,17178,91725,Low,332608,111,5064
Yala,Nuwara_Eliya,1.02,Lapala,Sandy_Loam,1612,243228,27355,94327,Low,364910,114,5297
Maha,Badulla,2.94,Granola,Loamy,1036,191404,17188,121569,High,330161,131,7125
Yala,Badulla,2.82,Granola,Loamy,1368,258820,26332,94990,High,380142,131,7049
Yala,Badulla,2.7,Granola,Clay_Loam,1297,196047,21225,151557,Medium,368829,99,6500
Yala,Nuwara_Eliya,0.68,Lapala,Loamy,946,159617,15247,136193,Medium,311057,95,6360
Maha,Badulla,0.99,Granola,Loamy,1469,245122,25585,151440,Medium,422147,121,6638
Maha,Badulla,1.58,Granola,Loamy,947,152693,13953,106508,High,273154,90,7069
Yala,Badulla,1.07,Granola,Clay_Loam,1019,186329,18889,130351,Low,335569,114,5912
Yala,Badulla,1.93,Granola,Loamy,1053,196937,20662,111539,High,329138,121,7084
Maha,Badulla,1.18,Granola,Loamy,932,167357,16258,116960,Medium,300575,112,6273
Maha,Nuwara_Eliya,2.95,Other,Loamy,981,139605,16320,172134,Low,328059,98,5189
Yala,Nuwara_Eliya,0.69,Granola,Sandy_Loam,1157,206525,19716,178964,Low,405205,107,5905
Yala,Nuwara_Eliya,1.8,Granola,Sandy_Loam,1173,176170,16522,98327,Medium,291019,109,6634
Yala,Badulla,2.27,Other,Loamy,1280,225758,23413,111933,Medium,361104,105,6059
Maha,Nuwara_Eliya,2.03,Other,Loamy,1017,180662,16272,101503,Low,298437,119,5724
